,text,label
527,tip help nwrc student look mental health safeguarding team put together tip help,1
528,daily chart playing video game lockdown good mental health graphic detail economist httpstcowpawovvnq httpstcorclavck,1
529,tokyo coronavirusdelayed tokyo olympics cost least extra billion organiser said friday unprecedented postponement raft pandemic health measure ballooning already outsized budget post world,1
530,new covid case today order consequence ohioan making right decision business enforcing mask protecting employee customer get police job protect serve,1
531,hiring immigrant plenty american need work price lower taking advantage immigrant needing work america continue buy chicken nasty article httpstcovprujjpgte,1
532,saw commented boob job tip gonna try tomorrow ill tell thanks leesha,0
533,cryptocurrency altcoin sector little affected announcement vaccine read httpstcoxuanphkzvrcd btc eth ocean xmr net xrp alt defi cag,1
534,chance upgrade arena dublin show suppose lot people left disappointed,0
535,isnt backround hot agree say,0
536,take back called last week said get pas time dont let happen,0
537,took far long decipher said dont understand generation,0
538,hungry havent ate since,0
539,actually vaccine finally priced value stock,1
540,butter mmmmmm lemon basil butter,0
541,tonight mazing saturday mazing find people arent busy see really wanna see,0
542,proud sagents jesse decker housingwire tech trendsetter jesse team helping america lender meet need covidimpacted homeowner grateful jesse prioritizing sagents software roadmap setting trend,1
543,broadcastin tour coulda watch sum total dance show,0
544,believe isolation day got working education pandemic one telling lmao,1
545,shame lockdown could boozer big super saturday game gibraltar san marino spoil,1
546,announced launched infodemic response alliance new network aim coordinate action combating around emergency region httpstcokvrjyzdyf httpstcomvrzitalaafrica aira misinformation covid pandemic health coronavirus,1
547,chief scientist behind operation warp speed worried disease death amid coronavirus surge race vacine please watch video,1
548,okay weve hour get safe especially armed aussie tribute cant waistedamerican please watch learn time way covid,1
549,rofl englands coming tier system anytime soon see,1
550,immigrant president trump good news covid vaccine opinion,1
551,gone ahead stay inside httpstcospnzmtxeph,1
552,yes eric people know happened father watch nothing almost plus american dead dick help people stood line hour covid get lostur father lost get bag packed gone,1
553,people really act like vaccine going make head explode shit,1
554,eep feel knee clicking aching hopefully ive killed dont want another week knackered knee,0
555,contbut bad news driver haha haha typo ohh tweezys passed wit score grt bill,0
556,liam wanted tell zoe hes feeling better hope shes better soon,0
557,mta begin voluntary covid screening program frontline transit worker first kind nati,1
558,already crisis gearing second wave hopelessly devoid facility read official say towards end httpstcopjtjgntdelhi covid mumbai bmc,1
559,bmf tried googling still idea heh sound like good night,0
560,quit smoking cigs dont want look old plus cant breath haha,0
561,contact one new bike cbus sticker,0
562,interesting data focused type work complete picture living habit included minority tend live closer together tend intense social life without including aspect conclusion could wrong httpstcofhoeoafk,1
563,dont know insomnia probably,0
564,aaa tweetulcu telefonul,0
565,hospital day grandpa thing arent looking good,0
566,yep going ball forget trouble come get together play xxx httpstcogdgczcmjw,1
567,going right wire,1
568,covid frontlines tired hearing lame excuse los angeles time httpstcosfbuejzeg,1
569,tomorrow mean nyc tomorrow see west side meeee sooo excited,0
570,scientist made breakthrough finding vaccine stupidity httpstcogtxxgwasqvaccine pmht,1
571,great afternoon awesome,0
572,piacerebbe sorry youre damn right open fucking book right,0
573,know thats looked great one titanic example,0
574,granny gonna covid,1
575,journalist opposition politician dos hcq donated canada india apotex jamp canada forwarded hearing link tam hajdu zip humanity,1
576,world country sheemee think gonna cut vaccine country nah man httpstcombveifqgc,1
577,life kinda sucking right,0
578,atty ronnie geron posted news isabela raid pgmas wall,0
579,amazing need nap recharge physically emotionally,0
580,yeah much would cost plus know side effect better wear mask take vitamin hopefully better vaccine choice,1
581,see o_o tired,0
582,ill finally back working home soon,1
583,poor country like rwanda receive covid vaccine study,1
584,yay got accepted weekend cant get better,0
585,seafood city like filipino filled day lol,0
586,pls read post pinoybiyahe bawal ang hindi magcomment httptrimnh,0
587,cant wait kiss friend post pandemic,1
588,may seen already case twitterific update apps store right,0
589,ayden hanging mcdonalds breakfast,0
590,know rare instance need remote root login know rule arent hard fast yes key ftw,0
591,pakistan report daily covid case positivity climb read,1
592,workplace several coworker cluster covid case worksites still providing adequa,1
593,thing going get lockdown new album,1
594,thank love miss like cant imagine wish could boxed wine chix parm night together soon haha,0
595,ooooh tounge wali girl howdy,0
596,got covid test saturday well uhh tested positive depression sick tho sick hoe,1
597,fact wrong quoting pms word world economic forum found httpstcouxque,1
598,scene lockdown imagine bollcocks,1
599,new thing use whatever lotion want instead waiting one bottle totally empty open another feel god damn luxurious choose wanna smell like quarantine pampering,1
600,well stress hit harder begin career project deadline untimely asked report etc etc absurd login time biggest work home,1
601,working today office freezing toe cold cardigan home,0
602,awww sorry look like ill bury mine soon,0
603,theres thing vaccine skeptic,1
604,woulda fly look right mean work home quarantine work,1
605,also spoke selection indie retailer latest lockdown announced good spirit hope still case httpstcovqvlawlwu,1
606,heart protocol hes quarantine separate heart condition protocol complete,1
607,got cqem anyones interested good price mse end,0
608,went movie weekend observe report knowing good,0
609,kind lonely nobody answer phone,0
610,better yesterday pride day nashville miserably hot min little girl could tolerate,0
611,refund ticket flight cancelled guy lockdown,1
612,miss babe already,0
613,lost please help find good home,0
614,exponential growth siri fast sea level rising httpstconftrotzj,1
615,hello jeasbe compiled list available resource getting touch covid recovered plasma donorsdaily covid trend nov recovery death tot active tpr avg fight corona,1
616,speed test setiawangsa download kbps upload kbps mac running natively using wired wimax modem,0
